id	abbreviation	name	code	stoichiometry	is_transport	equation	definition	reversibility	abstract_reaction	pathways	aliases	ec_numbers	deltag	deltagerr	compound_ids	status	is_obsolete	linked_reaction	notes	source
rxn50000	32251	32251	(1) cpd00003[0] + (1) cpd00233[0] <=> (1) cpd00004[0] + (1) cpd02608[0]	-1:cpd00003:0:"NAD";-1:cpd00233:0:"Tetrahydrobiopterin";1:cpd00004:0:"NADH";1:cpd00067:0:"H+";1:cpd02608:0:"6-Lactoyl-5,6,7,8-tetrahydropterin"	0	(1) cpd00003[0] + (1) cpd00233[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd02608[0]	(1) NAD[0] + (1) Tetrahydrobiopterin[0] <=> (1) NADH[0] + (1) H+[0] + (1) 6-Lactoyl-5,6,7,8-tetrahydropterin[0]	=	null	null	null	null	10000000	10000000	cpd00003;cpd00004;cpd00067;cpd00233;cpd02608	OK	0	null		Primary Database
rxn50001	32259	32259	(1) cpd22830[0] + (1) cpd00802[0] <=> (1) cpd15853[0] + (1) cpd00157[0]	-1:cpd00802:0:"D-fructose-1-phosphate";-1:cpd22830:0:"enolaldehyde";1:cpd00157:0:"Glycerone";1:cpd15853:0:"6-deoxy-5-ketofructose 1-phosphate"	0	(1) cpd22830[0] + (1) cpd00802[0] <=> (1) cpd15853[0] + (1) cpd00157[0]	(1) enolaldehyde[0] + (1) D-fructose-1-phosphate[0] <=> (1) 6-deoxy-5-ketofructose 1-phosphate[0] + (1) Glycerone[0]	=	null	null	null	null	10000000	10000000	cpd00157;cpd00802;cpd15853;cpd22830	OK	0	null		Primary Database
rxn50002	32283	32283	(1) cpd00483[0] + (1) cpd00007[0] <=> (1) cpd00001[0] + (1) cpd02333[0]	-1:cpd00007:0:"O2";-1:cpd00483:0:"3-Hydroxyanthranilate";1:cpd00001:0:"H2O";1:cpd00067:0:"H+";1:cpd02333:0:"Quinolinate"	0	(1) cpd00483[0] + (1) cpd00007[0] <=> (1) cpd00001[0] + (1) cpd02333[0] + (1) cpd00067[0]	(1) 3-Hydroxyanthranilate[0] + (1) O2[0] <=> (1) H2O[0] + (1) Quinolinate[0] + (1) H+[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd00007;cpd00067;cpd00483;cpd02333	OK	0	null		Primary Database
rxn50003	32291	32291	(3) cpd00017[0] + (1) cpd00285[0] <=> (1) cpd00457[0] + (3) cpd00019[0]	-3:cpd00017:0:"S-Adenosyl-L-methionine";-1:cpd00285:0:"Phosphoethanolamine";3:cpd00019:0:"S-Adenosyl-homocysteine";3:cpd00067:0:"H+";1:cpd00457:0:"Phosphocholine"	0	(3) cpd00017[0] + (1) cpd00285[0] <=> (1) cpd00457[0] + (3) cpd00067[0] + (3) cpd00019[0]	(3) S-Adenosyl-L-methionine[0] + (1) Phosphoethanolamine[0] <=> (1) Phosphocholine[0] + (3) H+[0] + (3) S-Adenosyl-homocysteine[0]	=	null	null	null	null	10000000	10000000	cpd00017;cpd00019;cpd00067;cpd00285;cpd00457	OK	0	null		Primary Database
rxn50004	32307	32307	(1) cpd39486[0] + (1) cpd00007[0] <=> (1) cpd00001[0] + (1) cpd00675[0]	-1:cpd00007:0:"O2";-1:cpd39486:0:"(20:4n6)";1:cpd00001:0:"H2O";1:cpd00675:0:"LTA4"	0	(1) cpd39486[0] + (1) cpd00007[0] <=> (1) cpd00001[0] + (1) cpd00675[0]	(1) (20:4n6)[0] + (1) O2[0] <=> (1) H2O[0] + (1) LTA4[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd00007;cpd00675;cpd39486	CPDFORMERROR	0	null		Primary Database
rxn50005	32311	32311	(2) cpd00007[0] + (2) cpd41831[0] + (1) cpd00069[0] <=> (1) cpd02664[0] + (1) cpd00011[0] + (2) cpd41832[0] + (3) cpd00001[0]	-2:cpd00007:0:"O2";-1:cpd00069:0:"L-Tyrosine";-2:cpd41831:0:"reduced [NADPH--hemoprotein reductase]";3:cpd00001:0:"H2O";1:cpd00011:0:"CO2";2:cpd00067:0:"H+";1:cpd02664:0:"(E)-4-Hydroxyphenylacetaldehyde-oxime";2:cpd41832:0:"oxidized [NADPH--hemoprotein reductase]"	0	(2) cpd00007[0] + (2) cpd41831[0] + (1) cpd00069[0] <=> (1) cpd02664[0] + (1) cpd00011[0] + (2) cpd00067[0] + (2) cpd41832[0] + (3) cpd00001[0]	(2) O2[0] + (2) reduced [NADPH--hemoprotein reductase][0] + (1) L-Tyrosine[0] <=> (1) (E)-4-Hydroxyphenylacetaldehyde-oxime[0] + (1) CO2[0] + (2) H+[0] + (2) oxidized [NADPH--hemoprotein reductase][0] + (3) H2O[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd00007;cpd00011;cpd00067;cpd00069;cpd02664;cpd41831;cpd41832	CPDFORMERROR	0	null		Primary Database
rxn50006	32323	32323	(3) cpd00007[0] + (1) cpd03630[0] + (3) cpd41831[0] <=> (3) cpd41832[0] + (4) cpd00001[0] + (1) cpd08672[0]	-3:cpd00007:0:"O2";-1:cpd03630:0:"ent-Kaurene";-3:cpd41831:0:"reduced [NADPH--hemoprotein reductase]";4:cpd00001:0:"H2O";4:cpd00067:0:"H+";1:cpd08672:0:"Kaurenic acid";3:cpd41832:0:"oxidized [NADPH--hemoprotein reductase]"	0	(3) cpd00007[0] + (1) cpd03630[0] + (3) cpd41831[0] <=> (3) cpd41832[0] + (4) cpd00001[0] + (1) cpd08672[0] + (4) cpd00067[0]	(3) O2[0] + (1) ent-Kaurene[0] + (3) reduced [NADPH--hemoprotein reductase][0] <=> (3) oxidized [NADPH--hemoprotein reductase][0] + (4) H2O[0] + (1) Kaurenic acid[0] + (4) H+[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd00007;cpd00067;cpd03630;cpd08672;cpd41831;cpd41832	CPDFORMERROR	0	null		Primary Database
rxn50007	32339	32339	(1) cpd00006[0] + (1) cpd21491[0] <=> (1) cpd06796[0] + (1) cpd00005[0]	-1:cpd00006:0:"NADP";-1:cpd21491:0:"(+)-Thujan-3-ol";1:cpd00005:0:"NADPH";1:cpd00067:0:"H+";1:cpd06796:0:"Thujone"	0	(1) cpd00006[0] + (1) cpd21491[0] <=> (1) cpd06796[0] + (1) cpd00005[0] + (1) cpd00067[0]	(1) NADP[0] + (1) (+)-Thujan-3-ol[0] <=> (1) Thujone[0] + (1) NADPH[0] + (1) H+[0]	=	null	null	null	null	10000000	10000000	cpd00005;cpd00006;cpd00067;cpd06796;cpd21491	OK	0	null		Primary Database
rxn50008	32343	32343	(1) cpd00003[0] + (1) cpd21491[0] <=> (1) cpd06796[0] + (1) cpd00004[0]	-1:cpd00003:0:"NAD";-1:cpd21491:0:"(+)-Thujan-3-ol";1:cpd00004:0:"NADH";1:cpd00067:0:"H+";1:cpd06796:0:"Thujone"	0	(1) cpd00003[0] + (1) cpd21491[0] <=> (1) cpd06796[0] + (1) cpd00067[0] + (1) cpd00004[0]	(1) NAD[0] + (1) (+)-Thujan-3-ol[0] <=> (1) Thujone[0] + (1) H+[0] + (1) NADH[0]	=	null	null	null	null	10000000	10000000	cpd00003;cpd00004;cpd00067;cpd06796;cpd21491	OK	0	null		Primary Database
rxn50009	32367	32367	(1) cpd00820[0] + (4) cpd42287[0] <=> (1) cpd00335[0] + (4) cpd41533[0]	-1:cpd00820:0:"L-Galactono-1,4-lactone";-4:cpd42287:0:"Fe(III)-[cytochrome c]";5:cpd00067:0:"H+";1:cpd00335:0:"Dehydroascorbate";4:cpd41533:0:"Fe(II)-[cytochrome c]"	0	(1) cpd00820[0] + (4) cpd42287[0] <=> (1) cpd00335[0] + (4) cpd41533[0] + (5) cpd00067[0]	(1) L-Galactono-1,4-lactone[0] + (4) Fe(III)-[cytochrome c][0] <=> (1) Dehydroascorbate[0] + (4) Fe(II)-[cytochrome c][0] + (5) H+[0]	=	null	null	null	null	10000000	10000000	cpd00067;cpd00335;cpd00820;cpd41533;cpd42287	CPDFORMERROR	0	null		Primary Database
