id	abbreviation	name	formula	mass	source	inchikey	charge	is_core	is_obsolete	linked_compound	is_cofactor	deltag	deltagerr	pka	pkb	abstract_compound	comprised_of	aliases	smiles	notes
cpd38000	a disubstituted aliphatic (S)-hydroxynitrile	a disubstituted aliphatic (S)-hydroxynitrile	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: a disubstituted aliphatic (S)-hydroxynitrile; disubstituted aliphatic (S)-cyanohydrins; disubstituted aliphatic (S)-hydroxynitrile; disubstituted aliphatic (S)-hydroxynitriles		
cpd38001	tetrahydrosulfopterin	tetrahydrosulfopterin	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: tetrahydrosulfopterin		
cpd38002	5,10-methylenetetrahydrosulfopterin	5,10-methylenetetrahydrosulfopterin	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: 5,10-methylenetetrahydrosulfopterin		
cpd38003	NOR1 ceramide	NOR1 ceramide	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: NOR1 ceramide; alpha-D-galactosyl-(1->4)-N-acetyl-beta-D-galactosaminyl-(1->3)-alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-Ceramide; globoside NOR1		
cpd38004	NOR1 antigen	NOR1 antigen	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: NOR1 antigen; alpha-D-galactosyl-(1->4)-N-acetyl-beta-D-galactosaminyl-(1->3)-alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-N-acylsphing-4E-enine; globoside NOR1 (d18:1(4E))		
cpd38005	(Gal)3 (GalNAc)2 (Glc)1 (Cer)1	(Gal)3 (GalNAc)2 (Glc)1 (Cer)1	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: (Gal)3 (GalNAc)2 (Glc)1 (Cer)1; NORint ceramide; globoside NORint		
cpd38006	(Gal)3 (GalNAc)2 (Glc)1 Cer(d18:1)	(Gal)3 (GalNAc)2 (Glc)1 Cer(d18:1)	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: (Gal)3 (GalNAc)2 (Glc)1 Cer(d18:1); NORint (d18:1); globoside NORint (d18:1(4E))		
cpd38007	(Gal)4 (GalNAc)2 (Glc)1 (Cer)1	(Gal)4 (GalNAc)2 (Glc)1 (Cer)1	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: (Gal)4 (GalNAc)2 (Glc)1 (Cer)1; NOR2 antigen; globoside NOR2		
cpd38008	NOR2 (d18:1)	NOR2 (d18:1)	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: NOR2 (d18:1); alpha-D-galactosyl-(1->4)-N-acetyl-beta-D-galactosaminyl-(1->3)-alpha-D-galactosyl-(1->4)-N-acetyl-beta-D-galactosaminyl-(1->3)-alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide (d18:1); globoside NOR2 (d18:1(4E))		
cpd38009	MSGG(1-)	MSGG(1-)	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: MSGG(1-); SSEA-4(1-); globoside MSGG		
