id	abbreviation	name	formula	mass	source	inchikey	charge	is_core	is_obsolete	linked_compound	is_cofactor	deltag	deltagerr	pka	pkb	abstract_compound	comprised_of	aliases	smiles	notes
cpd39000	1-hydroxy-5alpha-androstan-3,17-dione	1-hydroxy-5alpha-androstan-3,17-dione	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: 1-hydroxy-5alpha-androstan-3,17-dione		
cpd39001	5alpha-androstan-1,3,17-trione	5alpha-androstan-1,3,17-trione	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: 5alpha-androstan-1,3,17-trione		
cpd39002	2-heptyl-1-methoxy-4(1H)-quinolinone	2-heptyl-1-methoxy-4(1H)-quinolinone	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: 2-heptyl-1-methoxy-4(1H)-quinolinone		
cpd39003	3-bromo-2-heptyl-1-hydroxy-4(1H)-quinolinone	3-bromo-2-heptyl-1-hydroxy-4(1H)-quinolinone	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: 3-bromo-2-heptyl-1-hydroxy-4(1H)-quinolinone		
cpd39004	3-bromo-2-heptyl-1-methoxy-4(1H)-quinolinone	3-bromo-2-heptyl-1-methoxy-4(1H)-quinolinone	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: 3-bromo-2-heptyl-1-methoxy-4(1H)-quinolinone		
cpd39005	3-methyl-1-oxo-2-[3-oxo-3-(pyrrolidin-1-yl)propyl]-1,5-dihydrobenzo[4,5]imidazo[1,2-a]pyridine-4-carbonitrile	3-methyl-1-oxo-2-[3-oxo-3-(pyrrolidin-1-yl)propyl]-1,5-dihydrobenzo[4,5]imidazo[1,2-a]pyridine-4-carbonitrile	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: 3-methyl-1-oxo-2-[3-oxo-3-(pyrrolidin-1-yl)propyl]-1,5-dihydrobenzo[4,5]imidazo[1,2-a]pyridine-4-carbonitrile		
cpd39006	N-(long-chain fatty acyl)ethanolamine	N-(long-chain fatty acyl)ethanolamine	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: N-(long-chain fatty acyl)ethanolamine		
cpd39007	3,5-dimethyl-1-oxo-2-[3-oxo-3-(pyrrolidin-1-yl)propyl]-1,5-dihydrobenzo[4,5]imidazo[1,2-a]pyridine-4-carbonitrile	3,5-dimethyl-1-oxo-2-[3-oxo-3-(pyrrolidin-1-yl)propyl]-1,5-dihydrobenzo[4,5]imidazo[1,2-a]pyridine-4-carbonitrile	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: 3,5-dimethyl-1-oxo-2-[3-oxo-3-(pyrrolidin-1-yl)propyl]-1,5-dihydrobenzo[4,5]imidazo[1,2-a]pyridine-4-carbonitrile		
cpd39008	alpha-D-glucosyl-(1->6)-alpha-D-glucosyl-(1->6)-alpha-D-glucosyl-(1->3)-1-alkyl-2-acylglycerol	alpha-D-glucosyl-(1->6)-alpha-D-glucosyl-(1->6)-alpha-D-glucosyl-(1->3)-1-alkyl-2-acylglycerol	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: alpha-D-glucosyl-(1->6)-alpha-D-glucosyl-(1->6)-alpha-D-glucosyl-(1->3)-1-alkyl-2-acylglycerol		
cpd39009	2-(2-hydroxyacyl)sphingosines	2-(2-hydroxyacyl)sphingosines	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: 2-(2-hydroxyacyl)sphingosines; 2-N-(2-hydroxyacyl)sphingosine; 2-N-(2-hydroxyacyl)sphingosines; a N-(2-hydroxyacyl)sphing-4-enine		
