id	abbreviation	name	code	stoichiometry	is_transport	equation	definition	reversibility	abstract_reaction	pathways	aliases	ec_numbers	deltag	deltagerr	compound_ids	status	is_obsolete	linked_reaction	notes	source
rxn56000	65812	65812	(1) cpd23012[0] + (1) cpd00007[0] + (1) cpd11610[0] <=> (1) cpd00001[0] + (1) cpd11609[0] + (1) cpd42710[0]	-1:cpd00007:0:"O2";-1:cpd11610:0:"AH2";-1:cpd23012:0:"ms2i6A";1:cpd00001:0:"H2O";1:cpd11609:0:"A";1:cpd42710:0:"N(6)-[(2E)-4-hydroxy-3-methylbut-2-en-1-yl]-2-(methylsulfanyl)adenosine(37) in tRNA"	0	(1) cpd23012[0] + (1) cpd00007[0] + (1) cpd11610[0] <=> (1) cpd00001[0] + (1) cpd11609[0] + (1) cpd42710[0]	(1) ms2i6A[0] + (1) O2[0] + (1) AH2[0] <=> (1) H2O[0] + (1) A[0] + (1) N(6)-[(2E)-4-hydroxy-3-methylbut-2-en-1-yl]-2-(methylsulfanyl)adenosine(37) in tRNA[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd00007;cpd11609;cpd11610;cpd23012;cpd42710	CPDFORMERROR	0	null		Primary Database
rxn56001	65816	65816	(1) cpd00002[0] + (2) cpd42695[0] + (1) cpd11610[0] + (1) cpd00001[0] <=> (1) cpd11609[0] + (2) cpd41696[0] + (1) cpd00008[0] + (1) cpd00009[0]	-1:cpd00001:0:"H2O";-1:cpd00002:0:"ATP";-1:cpd11610:0:"AH2";-2:cpd42695:0:"Co(II)-[methylamine-specific corrinoid protein]";1:cpd00008:0:"ADP";1:cpd00009:0:"Phosphate";3:cpd00067:0:"H+";1:cpd11609:0:"A";2:cpd41696:0:"Co(I)-[methylamine-specific corrinoid protein]"	0	(1) cpd00002[0] + (2) cpd42695[0] + (1) cpd11610[0] + (1) cpd00001[0] <=> (1) cpd11609[0] + (2) cpd41696[0] + (1) cpd00008[0] + (3) cpd00067[0] + (1) cpd00009[0]	(1) ATP[0] + (2) Co(II)-[methylamine-specific corrinoid protein][0] + (1) AH2[0] + (1) H2O[0] <=> (1) A[0] + (2) Co(I)-[methylamine-specific corrinoid protein][0] + (1) ADP[0] + (3) H+[0] + (1) Phosphate[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd00002;cpd00008;cpd00009;cpd00067;cpd11609;cpd11610;cpd41696;cpd42695	CPDFORMERROR	0	null		Primary Database
rxn56002	65820	65820	(1) cpd00007[0] + (1) cpd11474[0] + (2) cpd41370[0] <=> (1) cpd42693[0] + (2) cpd00001[0] + (2) cpd41369[0]	-1:cpd00007:0:"O2";-2:cpd00067:0:"H+";-1:cpd11474:0:"Decanoyl-ACP";-2:cpd41370:0:"reduced [2Fe-2S]-[ferredoxin]";2:cpd00001:0:"H2O";2:cpd41369:0:"oxidized [2Fe-2S]-[ferredoxin]";1:cpd42693:0:"dec-9-enoyl-[ACP]"	0	(1) cpd00007[0] + (1) cpd11474[0] + (2) cpd00067[0] + (2) cpd41370[0] <=> (1) cpd42693[0] + (2) cpd00001[0] + (2) cpd41369[0]	(1) O2[0] + (1) Decanoyl-ACP[0] + (2) H+[0] + (2) reduced [2Fe-2S]-[ferredoxin][0] <=> (1) dec-9-enoyl-[ACP][0] + (2) H2O[0] + (2) oxidized [2Fe-2S]-[ferredoxin][0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd00007;cpd00067;cpd11474;cpd41369;cpd41370;cpd42693	CPDFORMERROR	0	null		Primary Database
rxn56003	65824	65824	(2) cpd41370[0] + (1) cpd42693[0] + (1) cpd00007[0] <=> (2) cpd41369[0] + (2) cpd00001[0] + (1) cpd42694[0]	-1:cpd00007:0:"O2";-2:cpd00067:0:"H+";-2:cpd41370:0:"reduced [2Fe-2S]-[ferredoxin]";-1:cpd42693:0:"dec-9-enoyl-[ACP]";2:cpd00001:0:"H2O";2:cpd41369:0:"oxidized [2Fe-2S]-[ferredoxin]";1:cpd42694:0:"dec-9-ynoyl-[ACP]"	0	(2) cpd41370[0] + (2) cpd00067[0] + (1) cpd42693[0] + (1) cpd00007[0] <=> (2) cpd41369[0] + (2) cpd00001[0] + (1) cpd42694[0]	(2) reduced [2Fe-2S]-[ferredoxin][0] + (2) H+[0] + (1) dec-9-enoyl-[ACP][0] + (1) O2[0] <=> (2) oxidized [2Fe-2S]-[ferredoxin][0] + (2) H2O[0] + (1) dec-9-ynoyl-[ACP][0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd00007;cpd00067;cpd41369;cpd41370;cpd42693;cpd42694	CPDFORMERROR	0	null		Primary Database
rxn56004	65828	65828	(1) cpd00001[0] + (1) cpd01681[0] <=> (1) cpd06761[0] + (1) cpd00012[0]	-1:cpd00001:0:"H2O";-1:cpd01681:0:"Neryl diphosphate";1:cpd00012:0:"PPi";1:cpd06761:0:"Nerol"	0	(1) cpd00001[0] + (1) cpd01681[0] <=> (1) cpd06761[0] + (1) cpd00012[0]	(1) H2O[0] + (1) Neryl diphosphate[0] <=> (1) Nerol[0] + (1) PPi[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd00012;cpd01681;cpd06761	MI:H:-1|CI:-1	0	null		Primary Database
rxn56005	65832	65832	(1) cpd11610[0] + (2) cpd42696[0] + (1) cpd00001[0] + (1) cpd00002[0] <=> (1) cpd00008[0] + (2) cpd41698[0] + (1) cpd11609[0] + (1) cpd00009[0]	-1:cpd00001:0:"H2O";-1:cpd00002:0:"ATP";-1:cpd11610:0:"AH2";-2:cpd42696:0:"Co(II)-[dimethylamine-specific corrinoid protein]";1:cpd00008:0:"ADP";1:cpd00009:0:"Phosphate";3:cpd00067:0:"H+";1:cpd11609:0:"A";2:cpd41698:0:"Co(I)-[dimethylamine-specific corrinoid protein]"	0	(1) cpd11610[0] + (2) cpd42696[0] + (1) cpd00001[0] + (1) cpd00002[0] <=> (1) cpd00008[0] + (3) cpd00067[0] + (2) cpd41698[0] + (1) cpd11609[0] + (1) cpd00009[0]	(1) AH2[0] + (2) Co(II)-[dimethylamine-specific corrinoid protein][0] + (1) H2O[0] + (1) ATP[0] <=> (1) ADP[0] + (3) H+[0] + (2) Co(I)-[dimethylamine-specific corrinoid protein][0] + (1) A[0] + (1) Phosphate[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd00002;cpd00008;cpd00009;cpd00067;cpd11609;cpd11610;cpd41698;cpd42696	CPDFORMERROR	0	null		Primary Database
rxn56006	65836	65836	(1) cpd00002[0] + (2) cpd42697[0] + (1) cpd00001[0] + (1) cpd11610[0] <=> (1) cpd00008[0] + (2) cpd41699[0] + (1) cpd11609[0] + (1) cpd00009[0]	-1:cpd00001:0:"H2O";-1:cpd00002:0:"ATP";-1:cpd11610:0:"AH2";-2:cpd42697:0:"Co(II)-[trimethylamine-specific corrinoid protein]";1:cpd00008:0:"ADP";1:cpd00009:0:"Phosphate";3:cpd00067:0:"H+";1:cpd11609:0:"A";2:cpd41699:0:"Co(I)-[trimethylamine-specific corrinoid protein]"	0	(1) cpd00002[0] + (2) cpd42697[0] + (1) cpd00001[0] + (1) cpd11610[0] <=> (1) cpd00008[0] + (2) cpd41699[0] + (3) cpd00067[0] + (1) cpd11609[0] + (1) cpd00009[0]	(1) ATP[0] + (2) Co(II)-[trimethylamine-specific corrinoid protein][0] + (1) H2O[0] + (1) AH2[0] <=> (1) ADP[0] + (2) Co(I)-[trimethylamine-specific corrinoid protein][0] + (3) H+[0] + (1) A[0] + (1) Phosphate[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd00002;cpd00008;cpd00009;cpd00067;cpd11609;cpd11610;cpd41699;cpd42697	CPDFORMERROR	0	null		Primary Database
rxn56007	65840	65840	(1) cpd00002[1] + (1) cpd00009[0] + (1) cpd00254[1] <=> (1) cpd00254[0] + (1) cpd00009[1] + (1) cpd00002[0]	-1:cpd00002:1:"ATP";-1:cpd00009:0:"Phosphate";-1:cpd00254:1:"Mg";1:cpd00002:0:"ATP";1:cpd00009:1:"Phosphate";1:cpd00254:0:"Mg"	0	(1) cpd00002[1] + (1) cpd00009[0] + (1) cpd00254[1] <=> (1) cpd00254[0] + (1) cpd00009[1] + (1) cpd00002[0]	(1) ATP[1] + (1) Phosphate[0] + (1) Mg[1] <=> (1) Mg[0] + (1) Phosphate[1] + (1) ATP[0]	=	null	null	null	null	10000000	10000000	cpd00002;cpd00009;cpd00254	OK	0	null		Primary Database
rxn56008	65844	65844	(1) cpd00009[0] + (1) cpd00008[1] <=> (1) cpd00009[1] + (1) cpd00008[0]	-1:cpd00008:1:"ADP";-1:cpd00009:0:"Phosphate";1:cpd00008:0:"ADP";1:cpd00009:1:"Phosphate"	0	(1) cpd00009[0] + (1) cpd00008[1] <=> (1) cpd00009[1] + (1) cpd00008[0]	(1) Phosphate[0] + (1) ADP[1] <=> (1) Phosphate[1] + (1) ADP[0]	=	null	null	null	null	10000000	10000000	cpd00008;cpd00009	OK	0	null		Primary Database
rxn56009	65848	65848	(1) cpd11609[0] + (1) cpd00001[0] + (1) cpd01884[0] <=> (1) cpd38997[0] + (1) cpd11610[0]	-1:cpd00001:0:"H2O";-1:cpd01884:0:"3-Oxo-delta1-steroid";-1:cpd11609:0:"A";1:cpd11610:0:"AH2";1:cpd38997:0:"a steroid 1,3-dione"	0	(1) cpd11609[0] + (1) cpd00001[0] + (1) cpd01884[0] <=> (1) cpd38997[0] + (1) cpd11610[0]	(1) A[0] + (1) H2O[0] + (1) 3-Oxo-delta1-steroid[0] <=> (1) a steroid 1,3-dione[0] + (1) AH2[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd01884;cpd11609;cpd11610;cpd38997	CPDFORMERROR	0	null		Primary Database
