id	abbreviation	name	formula	mass	source	inchikey	charge	is_core	is_obsolete	linked_compound	is_cofactor	deltag	deltagerr	pka	pkb	abstract_compound	comprised_of	aliases	smiles	notes
cpd42000	pseudouridine in snRNA	pseudouridine in snRNA	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: pseudouridine in snRNA		
cpd42001	L-cysteinyl-[sulfatase]	L-cysteinyl-[sulfatase]	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: L-cysteinyl-[sulfatase]		
cpd42002	3-oxo-L-alanyl-[sulfatase]	3-oxo-L-alanyl-[sulfatase]	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: 3-oxo-L-alanyl-[sulfatase]		
cpd42003	cytidine(60) in tRNA(Asp)	cytidine(60) in tRNA(Asp)	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: cytidine(60) in tRNA(Asp)		
cpd42004	cytidine(61) in tRNA(Asp)	cytidine(61) in tRNA(Asp)	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: cytidine(61) in tRNA(Asp)		
cpd42005	cytidine(62) in tRNA(Asp)	cytidine(62) in tRNA(Asp)	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: cytidine(62) in tRNA(Asp)		
cpd42006	5-methylcytidine(60) in tRNA(Asp)	5-methylcytidine(60) in tRNA(Asp)	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: 5-methylcytidine(60) in tRNA(Asp)		
cpd42007	5-methylcytidine(61) in tRNA(Asp)	5-methylcytidine(61) in tRNA(Asp)	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: 5-methylcytidine(61) in tRNA(Asp)		
cpd42008	5-methylcytidine(62) in tRNA(Asp)	5-methylcytidine(62) in tRNA(Asp)	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: 5-methylcytidine(62) in tRNA(Asp)		
cpd42009	[sulfur-carrier protein ThiS]-C-terminal Gly-NH-CH2-C(O)SH	[sulfur-carrier protein ThiS]-C-terminal Gly-NH-CH2-C(O)SH	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: [sulfur-carrier protein ThiS]-C-terminal Gly-NH-CH2-C(O)SH		
