id	abbreviation	name	code	stoichiometry	is_transport	equation	definition	reversibility	abstract_reaction	pathways	aliases	ec_numbers	deltag	deltagerr	compound_ids	status	is_obsolete	linked_reaction	notes	source
rxn53000	50612	50612	(1) cpd00006[0] + (1) cpd09079[0] <=> (1) cpd23690[0] + (1) cpd00005[0]	-1:cpd00006:0:"NADP";-1:cpd09079:0:"Decanal";1:cpd00005:0:"NADPH";1:cpd00067:0:"H+";1:cpd23690:0:"(E)-2-decenal"	0	(1) cpd00006[0] + (1) cpd09079[0] <=> (1) cpd23690[0] + (1) cpd00005[0] + (1) cpd00067[0]	(1) NADP[0] + (1) Decanal[0] <=> (1) (E)-2-decenal[0] + (1) NADPH[0] + (1) H+[0]	=	null	null	null	null	10000000	10000000	cpd00005;cpd00006;cpd00067;cpd09079;cpd23690	OK	0	null		Primary Database
rxn53001	50616	50616	(1) cpd00006[0] + (1) cpd32258[0] <=> (1) cpd31608[0] + (1) cpd00005[0]	-1:cpd00006:0:"NADP";-1:cpd32258:0:"2-nonanone";1:cpd00005:0:"NADPH";1:cpd00067:0:"H+";1:cpd31608:0:"(E)-non-3-en-2-one"	0	(1) cpd00006[0] + (1) cpd32258[0] <=> (1) cpd31608[0] + (1) cpd00005[0] + (1) cpd00067[0]	(1) NADP[0] + (1) 2-nonanone[0] <=> (1) (E)-non-3-en-2-one[0] + (1) NADPH[0] + (1) H+[0]	=	null	null	null	null	10000000	10000000	cpd00005;cpd00006;cpd00067;cpd31608;cpd32258	OK	0	null		Primary Database
rxn53002	50620	50620	(1) cpd30770[0] + (1) cpd39754[0] <=> (1) cpd00014[0] + (1) cpd37422[0]	-1:cpd30770:0:"UDP-D-galactopyranose";-1:cpd39754:0:"2-(acetylamino)-2-deoxy-1-O-{[({[(2Z,6Z,10Z,14Z,18Z,22Z,26Z,30Z,34E,38E)-3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaen-1-yl]oxy}phosphinato)oxy]phosphinato}-alpha-D-glucopyranose";1:cpd00014:0:"UDP";1:cpd00067:0:"H+";1:cpd37422:0:"2-acetamido-2-deoxy-3-O-alpha-D-galactopyranosyl-1-O-{[({[(2Z,6Z,10Z,14Z,18Z,22Z,26Z,30Z,34E,38E)-3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaen-1-yl]oxy}phosphinato)oxy]phosphinato}-alpha-D-glucopyranose"	0	(1) cpd30770[0] + (1) cpd39754[0] <=> (1) cpd00014[0] + (1) cpd37422[0] + (1) cpd00067[0]	(1) UDP-D-galactopyranose[0] + (1) 2-(acetylamino)-2-deoxy-1-O-{[({[(2Z,6Z,10Z,14Z,18Z,22Z,26Z,30Z,34E,38E)-3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaen-1-yl]oxy}phosphinato)oxy]phosphinato}-alpha-D-glucopyranose[0] <=> (1) UDP[0] + (1) 2-acetamido-2-deoxy-3-O-alpha-D-galactopyranosyl-1-O-{[({[(2Z,6Z,10Z,14Z,18Z,22Z,26Z,30Z,34E,38E)-3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaen-1-yl]oxy}phosphinato)oxy]phosphinato}-alpha-D-glucopyranose[0] + (1) H+[0]	=	null	null	null	null	10000000	10000000	cpd00014;cpd00067;cpd30770;cpd37422;cpd39754	CPDFORMERROR	0	null		Primary Database
rxn53003	50624	50624	(1) cpd00001[0] + (1) cpd42972[0] + (1) cpd00022[0] <=> (1) cpd00010[0] + (1) cpd42973[0]	-1:cpd00001:0:"H2O";-1:cpd00022:0:"Acetyl-CoA";-1:cpd42972:0:"an omega-(methylsulfanyl)-2-oxoalkanoate";1:cpd00010:0:"CoA";1:cpd00067:0:"H+";1:cpd42973:0:"a 2-(omega-methylsulfanyl)alkylmalate"	0	(1) cpd00001[0] + (1) cpd42972[0] + (1) cpd00022[0] <=> (1) cpd00010[0] + (1) cpd00067[0] + (1) cpd42973[0]	(1) H2O[0] + (1) an omega-(methylsulfanyl)-2-oxoalkanoate[0] + (1) Acetyl-CoA[0] <=> (1) CoA[0] + (1) H+[0] + (1) a 2-(omega-methylsulfanyl)alkylmalate[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd00010;cpd00022;cpd00067;cpd42972;cpd42973	CPDFORMERROR	0	null		Primary Database
rxn53004	50628	50628	(1) cpd42973[0] <=> (1) cpd42974[0]	-1:cpd42973:0:"a 2-(omega-methylsulfanyl)alkylmalate";1:cpd42974:0:"a 3-(omega-methylsulfanyl)alkylmalate"	0	(1) cpd42973[0] <=> (1) cpd42974[0]	(1) a 2-(omega-methylsulfanyl)alkylmalate[0] <=> (1) a 3-(omega-methylsulfanyl)alkylmalate[0]	=	null	null	null	null	10000000	10000000	cpd42973;cpd42974	CPDFORMERROR	0	null		Primary Database
rxn53005	50632	50632	(1) cpd42973[0] <=> (1) cpd00001[0] + (1) cpd42975[0]	-1:cpd42973:0:"a 2-(omega-methylsulfanyl)alkylmalate";1:cpd00001:0:"H2O";1:cpd42975:0:"a 2-(omega-methylsulfanyl)alkylmaleate"	0	(1) cpd42973[0] <=> (1) cpd00001[0] + (1) cpd42975[0]	(1) a 2-(omega-methylsulfanyl)alkylmalate[0] <=> (1) H2O[0] + (1) a 2-(omega-methylsulfanyl)alkylmaleate[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd42973;cpd42975	CPDFORMERROR	0	null		Primary Database
rxn53006	50636	50636	(1) cpd42974[0] <=> (1) cpd42975[0] + (1) cpd00001[0]	-1:cpd42974:0:"a 3-(omega-methylsulfanyl)alkylmalate";1:cpd00001:0:"H2O";1:cpd42975:0:"a 2-(omega-methylsulfanyl)alkylmaleate"	0	(1) cpd42974[0] <=> (1) cpd42975[0] + (1) cpd00001[0]	(1) a 3-(omega-methylsulfanyl)alkylmalate[0] <=> (1) a 2-(omega-methylsulfanyl)alkylmaleate[0] + (1) H2O[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd42974;cpd42975	CPDFORMERROR	0	null		Primary Database
rxn53007	50664	50664	(1) cpd37423[0] + (1) cpd00272[0] <=> (1) cpd00031[0] + (1) cpd37425[0]	-1:cpd00272:0:"GDP-L-fucose";-1:cpd37423:0:"a beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosaminyl derivative";1:cpd00031:0:"GDP";1:cpd00067:0:"H+";1:cpd37425:0:"alpha-L-Fuc-(1->2)-beta-D-Gal-(1->3)-beta-D-GlcNAc-OR"	0	(1) cpd37423[0] + (1) cpd00272[0] <=> (1) cpd00067[0] + (1) cpd00031[0] + (1) cpd37425[0]	(1) a beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosaminyl derivative[0] + (1) GDP-L-fucose[0] <=> (1) H+[0] + (1) GDP[0] + (1) alpha-L-Fuc-(1->2)-beta-D-Gal-(1->3)-beta-D-GlcNAc-OR[0]	=	null	null	null	null	10000000	10000000	cpd00031;cpd00067;cpd00272;cpd37423;cpd37425	CPDFORMERROR	0	null		Primary Database
rxn53008	50668	50668	(1) cpd00272[0] + (1) cpd37424[0] <=> (1) cpd00031[0] + (1) cpd37426[0]	-1:cpd00272:0:"GDP-L-fucose";-1:cpd37424:0:"a beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl derivative";1:cpd00031:0:"GDP";1:cpd00067:0:"H+";1:cpd37426:0:"alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-beta-D-GlcNAc-OR"	0	(1) cpd00272[0] + (1) cpd37424[0] <=> (1) cpd00067[0] + (1) cpd00031[0] + (1) cpd37426[0]	(1) GDP-L-fucose[0] + (1) a beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl derivative[0] <=> (1) H+[0] + (1) GDP[0] + (1) alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-beta-D-GlcNAc-OR[0]	=	null	null	null	null	10000000	10000000	cpd00031;cpd00067;cpd00272;cpd37424;cpd37426	CPDFORMERROR	0	null		Primary Database
rxn53009	50672	50672	(1) cpd00001[0] + (1) cpd11683[0] <=> (1) cpd01157[0] + (1) cpd42976[0]	-1:cpd00001:0:"H2O";-1:cpd11683:0:"Chitin";1:cpd01157:0:"Chitobiose";1:cpd42976:0:"[(1->4)-N-acetyl-beta-D-glucosaminyl](n-2)"	0	(1) cpd00001[0] + (1) cpd11683[0] <=> (1) cpd01157[0] + (1) cpd42976[0]	(1) H2O[0] + (1) Chitin[0] <=> (1) Chitobiose[0] + (1) [(1->4)-N-acetyl-beta-D-glucosaminyl](n-2)[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd01157;cpd11683;cpd42976	CPDFORMERROR	0	null		Primary Database
