id	abbreviation	name	formula	mass	source	inchikey	charge	is_core	is_obsolete	linked_compound	is_cofactor	deltag	deltagerr	pka	pkb	abstract_compound	comprised_of	aliases	smiles	notes
cpd41000	(2S,3R,4E)-2-acetamido-3-hydroxyoctadec-4-en-1-yl phosphate	(2S,3R,4E)-2-acetamido-3-hydroxyoctadec-4-en-1-yl phosphate	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: (2S,3R,4E)-2-acetamido-3-hydroxyoctadec-4-en-1-yl phosphate; C-2:0-C1P(2-); Cer-1-P(d18:1/2:0)(2-); N-(acetyl)-sphing-4-enine-1-phosphate; N-acetylsphing-4-enine 1-phosphate(2-)		
cpd41001	(2S,3R,4E)-3-hydroxy-2-(octanoylamino)octadec-4-en-1-yl phosphate	(2S,3R,4E)-3-hydroxy-2-(octanoylamino)octadec-4-en-1-yl phosphate	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: (2S,3R,4E)-3-hydroxy-2-(octanoylamino)octadec-4-en-1-yl phosphate; C8:0-C1P(2-); Cer-1-P(d18:1/8:0)(2-); N-(octanoyl)-sphing-4-enine-1-phosphate; N-octanoylsphing-4-enine 1-phosphate(2-)		
cpd41002	(2S,3R,4E)-3-hydroxy-2-{[(9Z)-octadec-9-enoyl]amino}octadec-4-en-1-yl phosphate	(2S,3R,4E)-3-hydroxy-2-{[(9Z)-octadec-9-enoyl]amino}octadec-4-en-1-yl phosphate	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: (2S,3R,4E)-3-hydroxy-2-{[(9Z)-octadec-9-enoyl]amino}octadec-4-en-1-yl phosphate; C-18:1n-9-C1P(2-); Cer-1-P(d18:1/18:1n-9)(2-); N-(9Z-octadecenoyl)-sphing-4-enine-1-phosphate; N-oleoylsphing-4-enine 1-phosphate(2-)		
cpd41003	3-dehydrocarnityl-CoA	3-dehydrocarnityl-CoA	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: 3-dehydrocarnityl-CoA		
cpd41004	N,N,N-trimethylglycyl-CoA	N,N,N-trimethylglycyl-CoA	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: N,N,N-trimethylglycyl-CoA; glycinebetainyl-CoA(3-); glycylbetainyl-CoA(3-)		
cpd41005	(3Z)-hexenoyl-CoA	(3Z)-hexenoyl-CoA	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: (3Z)-hexenoyl-CoA; (3Z)-hexenoyl-CoA(4-); (3Z)-hexenoyl-coenzyme A(4-); (Z)-hex-3-enoyl-coenzyme A(4-); cis-3-hexenoyl-CoA(4-); cis-3-hexenoyl-coenzyme A(4-); cis-hex-3-enoyl-CoA(4-); cis-hex-3-enoyl-coenzyme A(4-)		
cpd41006	(2R)-2,3-bis(hexadecanoyloxy)propyl (9Z)-hexadec-9-enoate	(2R)-2,3-bis(hexadecanoyloxy)propyl (9Z)-hexadec-9-enoate	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: (2R)-2,3-bis(hexadecanoyloxy)propyl (9Z)-hexadec-9-enoate; 1,2-dihexadecanoyl-3-(9Z-hexadecenoyl)-sn-glycerol; TAG(16:0/16:0/16:1); TAG(16:0/16:0/16:1n7); TAG(16:0/16:0/16:1w7); TAG(48:1); TG(16:0/16:0/16:1(9Z)); TG(16:0/16:0/16:1); TG(16:0/16:0/16:1n7); TG(16:0/16:0/16:1w7); TG(48:1); Triacylglycerol(16:0/16:0/16:1); Triacylglycerol(16:0/16:0/16:1n7); Triacylglycerol(16:0/16:0/16:1w7); Triacylglycerol(48:1)		
cpd41007	a very-long-chain (3R)-3-hydroxyacyl-CoA	a very-long-chain (3R)-3-hydroxyacyl-CoA	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: a very-long-chain (3R)-3-hydroxyacyl-CoA		
cpd41008	(2R)-2,3-bis(octanoyloxy)propyl (1R,2R,3R,4R,5S,6R)-2,3,5,6-tetrahydroxy-4-(phosphonatooxy)cyclohexyl phosphate	(2R)-2,3-bis(octanoyloxy)propyl (1R,2R,3R,4R,5S,6R)-2,3,5,6-tetrahydroxy-4-(phosphonatooxy)cyclohexyl phosphate	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: (2R)-2,3-bis(octanoyloxy)propyl (1R,2R,3R,4R,5S,6R)-2,3,5,6-tetrahydroxy-4-(phosphonatooxy)cyclohexyl phosphate; 1,2-dioctanoyl-sn-glycero-3-phospho-(1-D-myo-inositol-4-phosphate)		
cpd41009	Co(II)-factor IV	Co(II)-factor IV	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: Co(II)-factor IV		
cpd41010	3-hydroxytetradecanoyl triketide pyrone	3-hydroxytetradecanoyl triketide pyrone	null	10000000	Primary Database		0	0	0	null	0	10000000.0	10000000.0			null	null	Name: 3-hydroxytetradecanoyl triketide pyrone; 4-hydroxy-6-(2-hydroxytridecyl)-2H-pyran-2-one; 4-hydroxy-6-(2-hydroxytridecyl)-pyran-2-one		
