id	abbreviation	name	code	stoichiometry	is_transport	equation	definition	reversibility	abstract_reaction	pathways	aliases	ec_numbers	deltag	deltagerr	compound_ids	status	is_obsolete	linked_reaction	notes	source
rxn51000	39667	39667	(1) cpd42981[0] + (1) cpd11679[0] <=> (1) cpd11733[0] + (1) cpd43029[0]	-1:cpd00067:0:"H+";-1:cpd11679:0:"Secondary alcohol";-1:cpd42981:0:"oxidized coenzyme F420-(gamma-L-Glu)(n)";1:cpd11733:0:"Ketone";1:cpd43029:0:"reduced coenzyme F420-(gamma-L-Glu)(n)"	0	(1) cpd42981[0] + (1) cpd11679[0] + (1) cpd00067[0] <=> (1) cpd11733[0] + (1) cpd43029[0]	(1) oxidized coenzyme F420-(gamma-L-Glu)(n)[0] + (1) Secondary alcohol[0] + (1) H+[0] <=> (1) Ketone[0] + (1) reduced coenzyme F420-(gamma-L-Glu)(n)[0]	=	null	null	null	null	10000000	10000000	cpd00067;cpd11679;cpd11733;cpd42981;cpd43029	CPDFORMERROR	0	null		Primary Database
rxn51001	39671	39671	(1) cpd00007[0] + (1) cpd11610[0] + (1) cpd22622[0] <=> (1) cpd11609[0] + (1) cpd22615[0] + (2) cpd00001[0]	-1:cpd00007:0:"O2";-1:cpd11610:0:"AH2";-1:cpd22622:0:"16:1-delta9-CoA";2:cpd00001:0:"H2O";1:cpd11609:0:"A";1:cpd22615:0:"16:2-delta9,12-CoA"	0	(1) cpd00007[0] + (1) cpd11610[0] + (1) cpd22622[0] <=> (1) cpd11609[0] + (1) cpd22615[0] + (2) cpd00001[0]	(1) O2[0] + (1) AH2[0] + (1) 16:1-delta9-CoA[0] <=> (1) A[0] + (1) 16:2-delta9,12-CoA[0] + (2) H2O[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd00007;cpd11609;cpd11610;cpd22615;cpd22622	MI:H:2/N:1/R:1	0	null		Primary Database
rxn51002	39675	39675	(1) cpd22622[0] + (1) cpd00070[0] <=> (1) cpd00011[0] + (1) cpd00010[0] + (1) cpd35464[0]	-1:cpd00067:0:"H+";-1:cpd00070:0:"Malonyl-CoA";-1:cpd22622:0:"16:1-delta9-CoA";1:cpd00010:0:"CoA";1:cpd00011:0:"CO2";1:cpd35464:0:"3-oxo-(11Z)-octadecenoyl-CoA"	0	(1) cpd22622[0] + (1) cpd00070[0] + (1) cpd00067[0] <=> (1) cpd00011[0] + (1) cpd00010[0] + (1) cpd35464[0]	(1) 16:1-delta9-CoA[0] + (1) Malonyl-CoA[0] + (1) H+[0] <=> (1) CO2[0] + (1) CoA[0] + (1) 3-oxo-(11Z)-octadecenoyl-CoA[0]	=	null	null	null	null	10000000	10000000	cpd00010;cpd00011;cpd00067;cpd00070;cpd22622;cpd35464	OK	0	null		Primary Database
rxn51003	39679	39679	(1) cpd00070[0] + (1) cpd30415[0] <=> (1) cpd00010[0] + (1) cpd40379[0] + (1) cpd00011[0]	-1:cpd00067:0:"H+";-1:cpd00070:0:"Malonyl-CoA";-1:cpd30415:0:"(11Z)-octadecenoyl-coa";1:cpd00010:0:"CoA";1:cpd00011:0:"CO2";1:cpd40379:0:"(13Z)-3-ketoeicosenoyl-CoA(4-)"	0	(1) cpd00070[0] + (1) cpd00067[0] + (1) cpd30415[0] <=> (1) cpd00010[0] + (1) cpd40379[0] + (1) cpd00011[0]	(1) Malonyl-CoA[0] + (1) H+[0] + (1) (11Z)-octadecenoyl-coa[0] <=> (1) CoA[0] + (1) (13Z)-3-ketoeicosenoyl-CoA(4-)[0] + (1) CO2[0]	=	null	null	null	null	10000000	10000000	cpd00010;cpd00011;cpd00067;cpd00070;cpd30415;cpd40379	CPDFORMERROR	0	null		Primary Database
rxn51004	39683	39683	(1) cpd35464[0] + (1) cpd00005[0] <=> (1) cpd40377[0] + (1) cpd00006[0]	-1:cpd00005:0:"NADPH";-1:cpd00067:0:"H+";-1:cpd35464:0:"3-oxo-(11Z)-octadecenoyl-CoA";1:cpd00006:0:"NADP";1:cpd40377:0:"(3R,11Z)-3-hydroxyoctadecenoyl-coenzyme A(4-)"	0	(1) cpd00067[0] + (1) cpd35464[0] + (1) cpd00005[0] <=> (1) cpd40377[0] + (1) cpd00006[0]	(1) H+[0] + (1) 3-oxo-(11Z)-octadecenoyl-CoA[0] + (1) NADPH[0] <=> (1) (3R,11Z)-3-hydroxyoctadecenoyl-coenzyme A(4-)[0] + (1) NADP[0]	=	null	null	null	null	10000000	10000000	cpd00005;cpd00006;cpd00067;cpd35464;cpd40377	CPDFORMERROR	0	null		Primary Database
rxn51005	39687	39687	(1) cpd40377[0] <=> (1) cpd00001[0] + (1) cpd40378[0]	-1:cpd40377:0:"(3R,11Z)-3-hydroxyoctadecenoyl-coenzyme A(4-)";1:cpd00001:0:"H2O";1:cpd40378:0:"(2E,11Z)-octadecadienoyl-CoA"	0	(1) cpd40377[0] <=> (1) cpd00001[0] + (1) cpd40378[0]	(1) (3R,11Z)-3-hydroxyoctadecenoyl-coenzyme A(4-)[0] <=> (1) H2O[0] + (1) (2E,11Z)-octadecadienoyl-CoA[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd40377;cpd40378	CPDFORMERROR	0	null		Primary Database
rxn51006	39691	39691	(1) cpd40378[0] + (1) cpd00005[0] <=> (1) cpd00006[0] + (1) cpd30415[0]	-1:cpd00005:0:"NADPH";-1:cpd00067:0:"H+";-1:cpd40378:0:"(2E,11Z)-octadecadienoyl-CoA";1:cpd00006:0:"NADP";1:cpd30415:0:"(11Z)-octadecenoyl-coa"	0	(1) cpd40378[0] + (1) cpd00067[0] + (1) cpd00005[0] <=> (1) cpd00006[0] + (1) cpd30415[0]	(1) (2E,11Z)-octadecadienoyl-CoA[0] + (1) H+[0] + (1) NADPH[0] <=> (1) NADP[0] + (1) (11Z)-octadecenoyl-coa[0]	=	null	null	null	null	10000000	10000000	cpd00005;cpd00006;cpd00067;cpd30415;cpd40378	CPDFORMERROR	0	null		Primary Database
rxn51007	39695	39695	(1) cpd00005[0] + (1) cpd40379[0] <=> (1) cpd40380[0] + (1) cpd00006[0]	-1:cpd00005:0:"NADPH";-1:cpd00067:0:"H+";-1:cpd40379:0:"(13Z)-3-ketoeicosenoyl-CoA(4-)";1:cpd00006:0:"NADP";1:cpd40380:0:"(3R,13Z)-3-hydroxyeicosenoyl-CoA(4-)"	0	(1) cpd00067[0] + (1) cpd00005[0] + (1) cpd40379[0] <=> (1) cpd40380[0] + (1) cpd00006[0]	(1) H+[0] + (1) NADPH[0] + (1) (13Z)-3-ketoeicosenoyl-CoA(4-)[0] <=> (1) (3R,13Z)-3-hydroxyeicosenoyl-CoA(4-)[0] + (1) NADP[0]	=	null	null	null	null	10000000	10000000	cpd00005;cpd00006;cpd00067;cpd40379;cpd40380	CPDFORMERROR	0	null		Primary Database
rxn51008	39699	39699	(1) cpd40380[0] <=> (1) cpd00001[0] + (1) cpd40381[0]	-1:cpd40380:0:"(3R,13Z)-3-hydroxyeicosenoyl-CoA(4-)";1:cpd00001:0:"H2O";1:cpd40381:0:"(2E,13Z)-eicosadienoyl-CoA"	0	(1) cpd40380[0] <=> (1) cpd00001[0] + (1) cpd40381[0]	(1) (3R,13Z)-3-hydroxyeicosenoyl-CoA(4-)[0] <=> (1) H2O[0] + (1) (2E,13Z)-eicosadienoyl-CoA[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd40380;cpd40381	CPDFORMERROR	0	null		Primary Database
rxn51009	39703	39703	(1) cpd00005[0] + (1) cpd40381[0] <=> (1) cpd40382[0] + (1) cpd00006[0]	-1:cpd00005:0:"NADPH";-1:cpd00067:0:"H+";-1:cpd40381:0:"(2E,13Z)-eicosadienoyl-CoA";1:cpd00006:0:"NADP";1:cpd40382:0:"(13Z)-eicosenoyl-CoA"	0	(1) cpd00067[0] + (1) cpd00005[0] + (1) cpd40381[0] <=> (1) cpd40382[0] + (1) cpd00006[0]	(1) H+[0] + (1) NADPH[0] + (1) (2E,13Z)-eicosadienoyl-CoA[0] <=> (1) (13Z)-eicosenoyl-CoA[0] + (1) NADP[0]	=	null	null	null	null	10000000	10000000	cpd00005;cpd00006;cpd00067;cpd40381;cpd40382	CPDFORMERROR	0	null		Primary Database
rxn51010	39707	39707	(1) cpd40742[1] <=> (1) cpd40742[0]	-1:cpd40742:1:"a long-chain fatty acyl-CoA";1:cpd40742:0:"a long-chain fatty acyl-CoA"	0	(1) cpd40742[1] <=> (1) cpd40742[0]	(1) a long-chain fatty acyl-CoA[1] <=> (1) a long-chain fatty acyl-CoA[0]	=	null	null	null	null	10000000	10000000	cpd40742	OK	0	null		Primary Database
rxn51011	39711	39711	(1) cpd00007[0] + (2) cpd43029[0] <=> (2) cpd00001[0] + (2) cpd42981[0]	-1:cpd00007:0:"O2";-2:cpd43029:0:"reduced coenzyme F420-(gamma-L-Glu)(n)";2:cpd00001:0:"H2O";2:cpd00067:0:"H+";2:cpd42981:0:"oxidized coenzyme F420-(gamma-L-Glu)(n)"	0	(1) cpd00007[0] + (2) cpd43029[0] <=> (2) cpd00067[0] + (2) cpd00001[0] + (2) cpd42981[0]	(1) O2[0] + (2) reduced coenzyme F420-(gamma-L-Glu)(n)[0] <=> (2) H+[0] + (2) H2O[0] + (2) oxidized coenzyme F420-(gamma-L-Glu)(n)[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd00007;cpd00067;cpd42981;cpd43029	CPDFORMERROR	0	null		Primary Database
rxn51012	39715	39715	(1) cpd14892[0] + (1) cpd11610[0] + (1) cpd00007[0] <=> (1) cpd14893[0] + (1) cpd11609[0] + (2) cpd00001[0]	-1:cpd00007:0:"O2";-1:cpd11610:0:"AH2";-1:cpd14892:0:"(9Z,12Z,15Z,18Z)-Tetracosatetraenoyl-CoA";2:cpd00001:0:"H2O";1:cpd11609:0:"A";1:cpd14893:0:"(6Z,9Z,12Z,15Z,18Z)-Tetracosapentaenoyl-CoA"	0	(1) cpd14892[0] + (1) cpd11610[0] + (1) cpd00007[0] <=> (1) cpd14893[0] + (1) cpd11609[0] + (2) cpd00001[0]	(1) (9Z,12Z,15Z,18Z)-Tetracosatetraenoyl-CoA[0] + (1) AH2[0] + (1) O2[0] <=> (1) (6Z,9Z,12Z,15Z,18Z)-Tetracosapentaenoyl-CoA[0] + (1) A[0] + (2) H2O[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd00007;cpd11609;cpd11610;cpd14892;cpd14893	MI:H:2/N:1/R:1	0	null		Primary Database
rxn51013	39719	39719	(1) cpd05235[0] + (1) cpd00007[0] + (1) cpd41831[0] <=> (1) cpd00001[0] + (1) cpd41832[0] + (1) cpd28903[0]	-1:cpd00007:0:"O2";-1:cpd05235:0:"tetracosanoate";-1:cpd41831:0:"reduced [NADPH--hemoprotein reductase]";1:cpd00001:0:"H2O";1:cpd00067:0:"H+";1:cpd28903:0:"24-hydroxytetracosanoate";1:cpd41832:0:"oxidized [NADPH--hemoprotein reductase]"	0	(1) cpd05235[0] + (1) cpd00007[0] + (1) cpd41831[0] <=> (1) cpd00001[0] + (1) cpd00067[0] + (1) cpd41832[0] + (1) cpd28903[0]	(1) tetracosanoate[0] + (1) O2[0] + (1) reduced [NADPH--hemoprotein reductase][0] <=> (1) H2O[0] + (1) H+[0] + (1) oxidized [NADPH--hemoprotein reductase][0] + (1) 24-hydroxytetracosanoate[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd00007;cpd00067;cpd05235;cpd28903;cpd41831;cpd41832	CPDFORMERROR	0	null		Primary Database
rxn51014	39727	39727	(1) cpd00431[0] <=> (1) cpd00431[1]	-1:cpd00431:0:"Sphingomyelin";1:cpd00431:1:"Sphingomyelin"	0	(1) cpd00431[0] <=> (1) cpd00431[1]	(1) Sphingomyelin[0] <=> (1) Sphingomyelin[1]	=	null	null	null	null	10000000	10000000	cpd00431	OK	0	null		Primary Database
rxn51015	39731	39731	(1) cpd00007[0] + (1) cpd25838[0] + (1) cpd41831[0] <=> (1) cpd39769[0] + (1) cpd41832[0] + (1) cpd00001[0]	-1:cpd00007:0:"O2";-1:cpd25838:0:"3-Hydroxypalmitic acid";-1:cpd41831:0:"reduced [NADPH--hemoprotein reductase]";1:cpd00001:0:"H2O";1:cpd00067:0:"H+";1:cpd39769:0:"3,16-dihydroxyhexadecanoate";1:cpd41832:0:"oxidized [NADPH--hemoprotein reductase]"	0	(1) cpd00007[0] + (1) cpd25838[0] + (1) cpd41831[0] <=> (1) cpd39769[0] + (1) cpd00067[0] + (1) cpd41832[0] + (1) cpd00001[0]	(1) O2[0] + (1) 3-Hydroxypalmitic acid[0] + (1) reduced [NADPH--hemoprotein reductase][0] <=> (1) 3,16-dihydroxyhexadecanoate[0] + (1) H+[0] + (1) oxidized [NADPH--hemoprotein reductase][0] + (1) H2O[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd00007;cpd00067;cpd25838;cpd39769;cpd41831;cpd41832	CPDFORMERROR	0	null		Primary Database
rxn51016	39735	39735	(1) cpd00007[0] + (1) cpd40386[0] + (1) cpd41831[0] <=> (1) cpd40387[0] + (1) cpd00001[0] + (1) cpd41832[0]	-1:cpd00007:0:"O2";-1:cpd40386:0:"3-OH-C18:0(1-)";-1:cpd41831:0:"reduced [NADPH--hemoprotein reductase]";1:cpd00001:0:"H2O";1:cpd00067:0:"H+";1:cpd40387:0:"3,18-OH-C18:0(1-)";1:cpd41832:0:"oxidized [NADPH--hemoprotein reductase]"	0	(1) cpd00007[0] + (1) cpd40386[0] + (1) cpd41831[0] <=> (1) cpd40387[0] + (1) cpd00001[0] + (1) cpd41832[0] + (1) cpd00067[0]	(1) O2[0] + (1) 3-OH-C18:0(1-)[0] + (1) reduced [NADPH--hemoprotein reductase][0] <=> (1) 3,18-OH-C18:0(1-)[0] + (1) H2O[0] + (1) oxidized [NADPH--hemoprotein reductase][0] + (1) H+[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd00007;cpd00067;cpd40386;cpd40387;cpd41831;cpd41832	CPDFORMERROR	0	null		Primary Database
rxn51017	39739	39739	(1) cpd40388[0] + (1) cpd00005[0] + (1) cpd00007[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd40389[0]	-1:cpd00005:0:"NADPH";-1:cpd00007:0:"O2";-1:cpd00067:0:"H+";-1:cpd40388:0:"3-OH-C12:0(1-)";1:cpd00001:0:"H2O";1:cpd00006:0:"NADP";1:cpd40389:0:"3,12-OH-C12:0(1-)"	0	(1) cpd40388[0] + (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd00007[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd40389[0]	(1) 3-OH-C12:0(1-)[0] + (1) NADPH[0] + (1) H+[0] + (1) O2[0] <=> (1) H2O[0] + (1) NADP[0] + (1) 3,12-OH-C12:0(1-)[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd00005;cpd00006;cpd00007;cpd00067;cpd40388;cpd40389	CPDFORMERROR	0	null		Primary Database
